		India	Iran	Nigeria	Kenya	Congo	Zimbabwe	Sri Lanka	Uganda	Afghanistan	Guinea
revolve	8452	2124	15	93	16	12	7	39	9	0	0
revolving	8453	621	2	10	4	8	0	31	5	1	0
reward	8454	5161	62	635	81	56	49	192	82	5	0
rewarding	8455	744	2	69	10	7	4	27	6	0	0
rf	8456	1620	0	1	0	1	0	1	0	0	0
rfq	8457	1267	0	0	0	0	0	0	0	0	0
rhetoric	8458	1003	131	93	20	26	12	46	16	3	0
rhino	8459	538	4	1	47	86	79	3	20	0	0
rhythm	8460	1122	23	40	21	14	15	35	12	0	0
rial	8461	99	3655	3	1	0	0	3	0	0	0
rib	8462	1583	8	9	20	3	4	36	8	0	0
ribbon	8463	988	17	5	4	4	6	21	10	1	0
rice	8464	8817	267	1457	80	143	18	295	90	18	0
rickshaw	8465	1422	0	1	0	0	0	2	1	4	0
rid	8466	2026	85	249	39	37	38	47	40	10	0
ridge	8467	793	1	6	4	0	2	2	2	0	0
ridicule	8468	528	12	120	16	10	7	6	13	0	0
riding	8469	741	7	14	5	2	1	14	2	6	0
rife	8470	550	11	47	19	15	7	10	8	1	0
rifle	8471	2537	47	244	36	27	26	15	18	5	0
rift	8472	786	68	76	172	36	8	22	22	20	0
rigid	8473	2036	10	41	7	7	2	39	6	0	0
rigorous	8474	2025	8	100	23	21	14	63	8	2	0
rim	8475	1450	8	6	8	1	2	3	5	0	0
riot	8476	3048	178	124	48	24	25	67	41	4	0
rioting	8477	687	15	4	0	2	1	4	2	0	0
ripple	8478	704	10	46	11	15	7	13	10	0	0
riser	8479	826	2	12	1	0	4	10	0	1	0
risky	8480	1394	43	72	46	28	15	34	36	2	0
rite	8481	2249	7	131	7	9	2	50	4	2	0
ritual	8482	2752	110	175	22	40	31	62	25	1	0
rivalry	8483	1119	45	80	48	14	5	26	22	3	0
rly	8484	709	0	2	0	0	0	20	0	0	0
roa	8485	5110	0	150	6	0	0	263	0	0	0
roadblock	8486	620	10	34	21	19	26	12	10	0	0
roadmap	8487	2159	84	156	15	40	24	37	36	19	0
roadshow	8488	858	3	27	4	4	6	11	0	0	0
roadside	8489	1463	30	67	15	20	6	14	43	43	0
roadway	8490	1325	0	6	1	2	0	13	0	2	0
roam	8491	1457	15	88	56	25	7	38	10	1	0
robber	8492	984	3	448	18	56	60	12	24	3	0
robbin	8493	677	3	1	0	0	0	0	0	0	0
robotic	8494	3555	42	51	9	4	10	32	1	1	0
robust	8495	13338	1379	572	82	85	42	401	28	3	0
roce	8496	12438	0	292	3	0	0	594	0	0	0
rocky	8497	585	34	12	12	7	1	9	7	1	0
roe	8498	7501	3	326	38	0	0	562	0	0	0
roller	8499	7077	5	20	7	5	26	18	12	0	0
rolling	8500	2119	28	33	8	4	8	4	3	0	0
rollout	8501	1985	17	59	24	15	2	13	11	4	0
romance	8502	1776	4	45	4	7	7	14	3	0	0
romantic	8503	2208	2	48	12	5	5	19	10	0	0
roofing	8504	887	3	23	2	9	7	18	15	0	0
rooftop	8505	1363	8	11	18	6	2	33	5	0	0
root	8506	7735	200	445	125	131	63	138	85	17	0
roster	8507	866	7	14	5	6	2	5	6	0	0
rotary	8508	4903	7	16	2	1	0	56	4	0	0
rotatable	8509	1701	0	0	0	0	0	0	0	0	0
rotatably	8510	1437	0	0	0	0	0	0	0	0	0
rotate	8511	12476	35	62	12	12	7	13	10	0	0
rotation	8512	6950	19	88	11	13	6	9	15	2	0
roto	8513	668	0	0	0	4	0	0	0	0	0
rotor	8514	4826	2	4	4	0	1	0	1	0	0
roughly	8515	3000	208	91	42	21	6	23	9	8	0
round	8516	24852	864	1675	524	388	197	444	250	92	0
rounder	8517	1614	0	2	2	0	8	55	3	8	0
roundtable	8518	621	14	94	3	14	1	15	6	1	0
router	8519	1483	1	3	0	1	0	3	2	0	0
routine	8520	5798	88	334	52	60	33	72	48	2	0
routing	8521	1201	0	5	0	3	0	6	3	0	0
royalty	8522	2463	5	80	9	35	9	19	12	0	0
rpm	8523	828	2	0	0	0	0	0	5	0	0
rs	8524	163007	12	27	1	7	0	1718	0	2	0
rsi	8525	1639	171	20	6	0	0	14	0	0	0
rubber	8526	9892	174	170	24	31	12	939	20	0	0
rubbish	8527	951	7	117	14	46	11	15	10	0	0
ruble	8528	1586	34	0	1	0	0	1	0	0	0
ruchi	8529	2047	0	0	0	0	0	0	0	0	0
ruckus	8530	707	0	2	1	0	1	3	1	0	0
rue	8531	6010	7	14	11	5	4	3	1	1	0
ruin	8532	1447	83	127	51	26	34	62	35	6	0
rulemaking	8533	1048	0	0	0	0	0	0	0	0	0
ruling	8534	5499	257	1207	209	222	109	91	197	4	1
runner	8535	2889	55	180	116	57	44	143	49	8	0
runway	8536	2329	13	165	23	12	9	23	17	2	0
rupee	8537	31381	144	10	0	7	0	1692	0	58	0
rust	8538	747	4	11	11	2	4	3	4	0	0
saas	8539	1021	0	0	0	0	0	5	0	0	0
sabha	8540	827	0	0	0	0	0	7	0	0	0
sabotage	8541	530	147	311	36	36	22	20	20	3	0
sachin	8542	918	0	0	0	0	0	7	0	0	0
sack	8543	2298	67	936	170	67	28	57	65	13	0
sacred	8544	1044	59	141	16	17	23	100	10	3	0
sacrifice	8545	4006	129	667	51	99	47	124	54	35	0
sadden	8546	738	15	100	20	28	19	17	6	11	0
saddle	8547	674	7	232	13	14	4	7	3	0	0
safeguard	8548	4606	167	252	53	66	33	190	42	16	0
saffron	8549	1537	242	2	2	0	0	12	0	48	0
saga	8550	671	7	127	42	38	12	15	14	2	0
sage	8551	774	16	62	4	4	2	4	4	0	0
sail	8552	1751	70	89	33	20	6	42	13	0	0
sailor	8553	613	37	7	6	5	0	54	1	1	0
saint	8554	2075	6	66	12	5	6	15	9	0	0
sake	8555	1330	39	225	38	33	20	67	17	13	0
salad	8556	1064	5	8	8	0	1	17	12	0	0
salary	8557	9339	96	2143	324	248	210	263	247	42	0
sales	8558	9582	0	86	8	0	0	161	0	0	0
saline	8559	685	2	5	1	6	0	3	0	0	0
salon	8560	1048	7	19	13	13	15	26	39	1	0
salt	8561	7404	391	205	44	23	15	41	57	4	0
salute	8562	1240	15	144	23	35	24	28	11	0	0
salvage	8563	630	34	138	34	15	16	17	17	1	0
sample	8564	24339	240	298	150	38	29	108	70	24	0
sampling	8565	2071	7	12	5	5	3	12	0	0	0
sanction	8566	9725	6406	712	115	187	297	117	73	25	0
sanctuary	8567	1442	44	18	12	12	5	23	10	23	0
sandesh	8568	1004	0	0	0	0	0	2	0	0	0
sandwich	8569	1631	9	12	13	4	13	18	11	0	0
sangam	8570	854	0	0	0	0	0	1	0	0	0
sanitation	8571	5351	30	258	40	118	48	59	40	6	0
sanitiser	8572	1175	1	102	13	0	35	12	8	0	0
sanitizer	8573	1514	5	122	0	1	4	6	1	0	0
sanjay	8574	965	0	0	0	0	0	9	0	0	0
sapling	8575	1517	13	0	0	0	0	20	0	13	0
satellite	8576	8448	240	153	45	31	20	124	19	3	0
satisfaction	8577	4435	106	304	29	32	28	97	18	4	0
satisfactory	8578	1346	45	64	8	16	5	36	15	14	0
satisfie	8579	23021	0	773	79	0	0	1532	0	0	0
satisfied	8580	3533	58	244	45	51	24	63	33	13	0
satisfy	8581	5663	45	348	35	33	15	181	22	1	0
saturate	8582	880	14	29	10	5	0	9	6	0	0
saturation	8583	837	8	7	2	1	3	3	0	0	0
saudi	8584	2019	2496	161	14	23	7	77	35	21	0
saurashtra	8585	733	0	0	0	0	0	0	0	0	0
saving	8586	10274	74	366	139	94	59	538	84	0	0
savvy	8587	939	6	39	6	7	3	26	5	0	0
saw	8588	870	9	26	15	8	9	10	7	0	0
scaffold	8589	856	14	2	0	0	0	1	0	0	0
scalability	8590	708	1	3	2	2	0	10	3	0	0
scalable	8591	1836	8	16	2	2	1	15	0	0	0
scalp	8592	1122	0	25	7	3	5	15	6	1	0
scan	8593	6826	35	50	45	14	9	50	8	1	0
scandal	8594	1577	113	261	232	85	42	38	50	3	0
scanner	8595	3604	7	29	9	11	0	28	15	1	0
scanning	8596	1137	2	5	0	1	1	19	2	0	0
scarce	8597	562	11	127	18	38	18	10	7	0	0
scarcity	8598	1122	22	381	19	75	5	21	28	2	0
scatter	8599	1672	32	88	21	19	17	32	25	1	0
schedule	8600	53221	520	1234	240	275	162	577	161	44	0
scheduling	8601	2459	1	11	1	3	3	9	1	1	0
schneider	8602	1115	0	1	0	2	0	4	1	0	0
scholar	8603	2920	157	364	55	47	18	102	20	49	0
scholarship	8604	3085	7	371	66	67	41	211	40	13	0
schooling	8605	672	7	39	15	19	7	16	13	2	0
scientific	8606	10705	441	229	44	63	44	136	30	15	0
scientist	8607	10614	578	306	120	69	28	137	86	1	0
scoop	8608	669	23	23	10	23	15	6	29	0	0
scooter	8609	3261	7	1	0	0	1	13	1	0	0
score	8610	38705	777	1761	780	254	259	1441	245	72	0
scorecard	8611	2801	4	70	4	11	3	281	6	2	0
scorer	8612	918	21	70	45	27	33	31	38	2	0
scoring	8613	1666	34	93	76	31	41	45	29	3	0
scottish	8614	860	72	18	8	0	5	6	2	0	0
scourge	8615	356	20	208	15	31	17	21	11	6	0
scramble	8616	703	37	57	25	18	9	9	12	5	0
scrap	8617	4244	93	151	48	24	20	32	48	4	0
scratch	8618	1555	16	67	20	13	14	9	23	1	0
screening	8619	5483	59	513	38	57	17	52	31	2	0
screenshot	8620	796	3	12	5	0	0	1	1	0	0
screw	8621	5673	13	13	8	0	2	6	11	0	0
scrip	8622	4102	0	7	0	0	0	14	0	0	0
script	8623	5307	25	108	31	24	22	58	17	2	0
scroll	8624	1002	1	2	2	1	1	3	1	1	0
scrub	8625	726	2	9	6	2	1	1	7	0	0
scrutinizer	8626	679	0	0	0	0	0	0	0	0	0
scuffle	8627	804	10	15	17	5	9	6	19	0	0
sculpture	8628	1031	25	39	11	2	21	15	1	0	0
seafood	8629	951	37	10	7	1	0	58	2	0	0
seal	8630	16436	125	378	120	43	34	246	56	8	1
sealant	8631	764	0	0	0	0	0	1	0	0	0
sealing	8632	2480	4	20	0	4	0	27	1	0	0
seam	8633	1340	1	9	3	0	1	9	7	0	0
seamless	8634	4069	9	186	14	23	9	63	7	1	0
seamlessly	8635	1645	1	47	7	3	1	27	2	0	0
seater	8636	836	4	44	12	7	5	8	11	0	0
seating	8637	1752	3	16	3	2	4	27	3	0	0
sebi	8638	2932	0	0	0	0	0	0	0	0	0
secondly	8639	1591	29	213	42	38	25	44	33	5	0
secretarial	8640	800	1	10	3	3	0	58	1	0	0
secretariat	8641	922	18	205	21	26	9	165	12	4	0
secretly	8642	519	37	64	29	18	11	8	12	1	0
sect	8643	632	24	225	31	29	27	21	10	1	0
section	8644	929569	52819	24194	6222	463	371	44209	332	35	0
sectional	8645	885	3	77	0	5	1	3	0	0	0
sectoral	8646	1701	10	90	11	26	6	32	8	0	0
sectorbasic	8647	989	33	6	0	0	0	6	0	0	0
sectormcap	8648	1136	105	90	57	0	0	60	0	0	0
secular	8649	2081	17	51	12	15	8	17	5	1	0
secularism	8650	656	5	2	3	0	0	5	0	1	0
secunderabad	8651	1368	0	0	0	0	0	0	0	0	0
secure	8652	97098	478	1731	320	347	208	504	208	66	1
secured	8653	1154	8	77	7	6	6	9	4	2	0
securely	8654	1038	3	21	1	3	2	11	1	0	0
sedan	8655	1378	10	20	3	6	2	1	5	0	0
sediment	8656	655	13	5	2	1	1	2	2	0	0
sedition	8657	1265	36	10	4	6	0	2	1	0	0
seedling	8658	1127	4	93	56	29	21	13	70	9	0
seeker	8659	1458	160	130	26	36	34	42	21	15	0
seemingly	8660	1166	36	151	39	27	34	43	32	1	0
segmentation	8661	2583	5	3	1	3	2	6	0	0	0
segregate	8662	1128	1	10	4	0	4	16	0	1	0
segregation	8663	915	8	20	0	0	2	9	5	0	0
seize	8664	8994	535	651	155	126	54	184	26	101	0
seizure	8665	2069	91	180	15	35	18	15	8	3	0
selan	8666	705	0	0	0	0	0	0	0	0	0
select	8667	38075	242	855	173	193	106	594	132	13	0
selectively	8668	3332	11	13	7	1	6	10	5	1	0
selector	8669	1645	0	0	4	1	12	92	3	0	0
selfie	8670	3436	9	16	20	3	6	23	5	1	0
selfish	8671	367	11	240	43	27	18	32	32	0	0
seller	8672	7040	35	221	51	33	23	100	24	10	0
semantic	8673	683	10	8	1	2	0	1	0	0	0
semester	8674	1679	4	33	5	13	10	17	23	1	0
semiconductor	8675	26149	16	3	1	1	0	1	0	0	0
semifinal	8676	1402	42	46	2	18	4	25	17	0	0
seminar	8677	3273	58	271	27	75	29	157	18	14	0
senator	8678	8134	342	3951	481	473	35	34	17	50	0
senatorial	8679	21	4	866	33	48	1	0	0	0	0
sensation	8680	1260	7	47	12	16	16	22	11	3	0
sensational	8681	618	1	40	15	9	10	13	0	1	0
sensex	8682	309566	0	0	0	0	0	0	0	0	0
sensible	8683	704	17	43	8	8	6	17	6	0	0
sensing	8684	801	3	3	0	0	0	1	1	0	0
sensitivity	8685	2855	53	64	20	7	6	41	15	1	0
sensor	8686	34254	88	37	14	5	2	46	22	13	0
sensory	8687	838	13	3	4	0	1	11	2	1	0
sentencing	8688	914	18	38	2	13	4	4	7	0	0
separate	8689	21317	495	713	146	171	98	243	137	61	0
separately	8690	4467	144	80	41	20	16	53	23	20	0
separatist	8691	2171	76	69	11	24	0	34	4	1	0
separator	8692	2076	2	1	0	0	0	1	0	0	0
septic	8693	678	3	8	3	14	2	3	14	0	0
sequel	8694	1536	3	212	9	12	3	6	1	0	0
sequence	8695	10304	38	68	13	22	7	33	4	2	0
sequent	8696	750	4	0	0	0	0	0	0	0	0
sequential	8697	18686	3	646	0	0	0	2191	2	0	0
sequentially	8698	7534	1	99	0	1	0	372	0	0	0
serial	8699	3612	12	98	14	17	20	3	3	0	0
serum	8700	1185	2	5	1	0	1	4	4	0	0
servant	8701	2623	59	1075	131	136	85	138	93	16	0
servicing	8702	2119	2	71	17	8	7	67	13	0	0
servo	8703	883	0	0	0	0	0	3	0	0	0
sesame	8704	646	10	18	6	5	0	5	4	1	0
session	8705	69912	4791	2289	503	380	120	2782	132	119	0
setback	8706	1830	42	209	35	32	23	54	23	8	0
settlement	8707	8520	800	541	98	135	79	161	75	57	0
setup	8708	3639	9	32	6	12	4	42	14	4	0
severity	8709	1829	31	45	9	6	7	33	3	1	0
sewage	8710	4349	48	19	10	15	23	25	16	1	0
sewer	8711	1763	4	6	8	4	58	21	15	0	0
sewerage	8712	1210	7	4	12	7	6	1	12	0	0
sewing	8713	997	12	35	10	13	2	67	8	0	0
sex	8714	6080	49	519	135	125	84	58	79	10	0
sexually	8715	2163	34	195	42	38	26	17	21	6	0
sexy	8716	733	0	23	6	2	3	1	2	0	0
sgd	8717	2893	23	1	2	0	0	1	0	0	0
shade	8718	2813	12	76	17	25	20	29	30	0	0
shaft	8719	15583	9	8	3	0	14	0	2	0	0
shafts	8720	1324	1	3	0	2	9	0	1	0	0
shah	8721	4307	36	2	6	1	0	16	0	8	0
shake	8722	3345	164	178	64	41	27	54	58	3	0
shalimar	8723	813	0	0	0	0	0	5	0	0	0
shallow	8724	985	35	71	6	19	7	30	24	2	0
shame	8725	1632	63	261	70	43	32	43	38	5	0
shameful	8726	668	51	112	11	15	2	15	4	2	0
shampoo	8727	834	41	6	1	15	0	5	2	0	0
shardacrop	8728	1350	0	0	0	0	0	0	0	0	0
shareholde	8729	19012	0	0	1	0	3	0	0	0	0
shareholding	8730	13345	0	59	15	14	26	28	2	0	0
shares	8731	8577	0	15	0	0	0	39	0	0	0
sharing	8732	4938	43	279	43	54	16	120	31	9	0
shark	8733	816	10	18	34	4	8	10	9	0	0
sharma	8734	669	0	0	0	0	0	1	0	0	0
sharpen	8735	626	4	36	11	4	10	14	3	0	0
sharply	8736	2081	77	60	40	9	15	34	6	5	0
shatter	8737	870	33	67	28	21	14	32	15	3	0
shave	8738	695	3	32	14	4	5	6	4	0	0
shear	8739	1166	122	1	0	0	1	0	2	0	0
sheath	8740	1150	0	41	2	1	0	0	0	0	0
sheep	8741	777	60	89	17	26	13	5	18	4	0
sheer	8742	1664	33	131	22	18	11	30	7	15	0
shelf	8743	3353	17	58	29	14	10	28	30	0	0
shell	8744	10068	214	68	29	10	13	49	12	29	0
shielding	8745	1207	4	5	1	1	0	2	0	0	0
shifting	8746	826	2	11	3	1	1	6	1	1	0
shimla	8747	799	0	0	0	0	0	0	0	0	0
shine	8748	2569	35	182	44	41	38	55	19	3	0
shipbuilding	8749	647	39	7	1	3	0	18	0	0	0
shipment	8750	2932	213	68	24	9	7	65	4	8	0
shipping	8751	5398	637	199	20	38	4	297	4	2	0
shipyard	8752	959	1	11	1	6	0	10	0	0	0
shirt	8753	4583	21	149	59	34	25	73	53	1	0
shoe	8754	7344	32	255	101	29	48	60	107	9	0
shooter	8755	1944	32	14	10	4	0	20	3	0	0
shooting	8756	3947	224	216	45	37	29	105	41	10	0
shopian	8757	1128	3	0	0	0	0	0	0	0	0
shopkeeper	8758	1779	8	1	6	3	0	2	4	14	0
shopper	8759	2837	13	48	31	3	5	57	8	0	0
shopping	8760	6600	65	177	69	24	40	147	31	1	0
shore	8761	2063	78	197	34	37	9	145	30	1	0
shortage	8762	6729	270	323	165	186	273	184	109	25	0
shorten	8763	1560	30	22	15	6	1	13	5	3	0
shortfall	8764	2027	28	166	36	27	14	27	31	0	0
shortlist	8765	2018	20	117	56	48	12	51	11	4	0
shoulder	8766	4796	69	189	61	41	38	77	45	9	0
shout	8767	2463	71	222	63	41	29	47	52	1	0
showcase	8768	9047	152	394	65	88	71	206	17	6	0
shower	8769	3604	11	66	25	21	16	160	18	2	0
showing	8770	693	12	36	8	5	11	6	2	0	0
showroom	8771	2495	2	11	2	4	0	57	5	0	0
shrenik	8772	812	0	0	0	0	0	0	0	0	0
shri	8773	3716	0	0	0	0	0	2	1	0	0
shrimp	8774	717	105	3	0	0	0	7	1	0	0
shrine	8775	2263	114	48	6	8	23	25	59	9	0
shrink	8776	2443	83	83	32	14	24	53	13	3	0
shroud	8777	718	5	32	10	10	3	5	7	0	0
shun	8778	689	30	297	26	42	28	11	39	3	0
shunt	8779	716	1	5	2	1	3	1	0	0	0
shut	8780	8282	219	743	125	101	51	65	57	10	0
shutdown	8781	3268	122	184	35	40	32	17	13	3	0
shutter	8782	1721	18	7	3	2	1	23	4	0	0
shuttle	8783	1023	11	60	11	1	0	5	5	1	0
sibling	8784	1565	12	138	55	15	39	21	34	1	0
sic	8785	1491	13	31	9	17	12	4	4	1	0
sided	8786	1112	36	50	12	6	2	14	4	4	0
sideline	8787	2322	461	234	46	41	34	52	23	20	0
sidewalk	8788	986	12	7	4	0	1	1	1	0	0
sidewall	8789	1971	1	0	0	2	0	0	10	0	0
siege	8790	468	240	168	21	17	8	17	16	11	0
sieve	8791	735	9	6	5	0	2	3	4	0	0
sigh	8792	588	3	36	12	11	5	11	7	0	0
signage	8793	1188	3	28	6	2	3	6	9	0	0
signatory	8794	1272	251	107	20	22	12	34	10	0	1
signature	8795	5665	96	191	83	44	31	94	31	5	0
significance	8796	3517	141	150	22	49	24	108	21	1	0
signify	8797	908	14	92	15	14	8	29	4	0	0
signing	8798	2940	167	374	94	96	49	77	39	40	0
silicon	8799	5907	20	7	3	3	1	14	1	0	0
silicone	8800	1296	3	5	1	0	0	1	0	0	0
silinv	8801	4138	0	0	0	0	0	0	0	0	0
silk	8802	2521	87	18	9	4	3	28	22	14	0
similar	8803	25967	666	968	362	267	142	473	206	74	1
similarity	8804	1783	22	44	8	20	5	25	10	0	0
similarly	8805	8368	60	696	67	94	39	119	42	7	0
simple	8806	18257	172	584	147	110	93	288	110	7	0
simplex	8807	718	1	1	0	0	0	1	0	0	0
simplicity	8808	944	3	26	7	2	3	33	4	1	0
simplified	8809	849	10	6	3	4	1	4	2	0	0
simplify	8810	3800	36	41	8	17	2	33	9	7	0
simulate	8811	1457	36	10	0	2	1	9	1	0	0
simulation	8812	3355	32	38	7	1	0	17	3	0	0
simulator	8813	1064	18	12	0	5	0	13	0	4	0
simultaneous	8814	1693	34	30	9	6	3	8	2	0	0
simultaneously	8815	4993	77	138	17	31	11	70	4	8	0
sin	8816	747	18	214	31	19	24	108	19	1	0
sincere	8817	1049	47	209	17	30	11	44	6	8	0
sincerely	8818	934	19	124	8	17	14	20	7	4	0
sing	8819	3961	13	185	45	44	74	237	28	1	0
singe	8820	1303	10	89	25	22	40	41	23	2	0
singer	8821	6881	16	440	60	84	89	918	32	12	0
singing	8822	1193	2	56	13	11	21	37	16	0	0
sinha	8823	2009	0	0	0	0	0	11	0	0	0
sinter	8824	1158	2	0	0	0	0	0	0	0	0
sion	8825	634	0	43	0	0	0	3	0	0	0
sip	8826	1933	3	14	7	4	5	11	3	0	0
sitting	8827	757	3	178	33	29	9	58	27	0	0
situate	8828	10714	107	179	18	25	20	186	12	5	0
situation	8829	41495	1683	4274	536	822	594	1171	424	286	0
sizeable	8830	1015	7	16	16	13	9	34	9	0	0
sketch	8831	877	23	13	4	8	3	23	5	3	0
skid	8832	782	5	15	8	1	1	9	9	0	0
skill	8833	21757	112	1579	312	396	219	810	335	19	0
skilled	8834	3858	22	122	20	36	19	106	21	4	0
skin	8835	12619	86	350	129	42	52	121	103	1	0
skincare	8836	680	0	8	3	0	1	2	1	0	0
skirt	8837	1061	11	21	9	4	9	17	9	0	0
skull	8838	580	35	31	5	1	2	3	12	0	0
slag	8839	1422	17	0	0	0	0	0	0	0	0
slate	8840	3626	109	286	38	47	21	28	26	11	0
slave	8841	1304	16	201	18	37	12	23	29	0	0
slavery	8842	540	40	109	17	23	10	4	19	0	0
slay	8843	553	49	38	17	11	2	6	6	4	0
sleeper	8844	827	17	9	6	1	1	4	0	1	0
sleeve	8845	8140	4	33	9	8	4	9	9	1	0
sleuth	8846	1226	0	0	1	0	0	8	0	0	0
slew	8847	1296	11	13	7	4	4	9	2	2	0
slice	8848	2418	4	36	17	3	6	23	22	0	0
slidably	8849	667	0	0	0	0	0	0	0	0	0
slide	8850	22771	733	279	69	14	20	270	18	1	0
slider	8851	784	1	0	3	0	0	1	0	0	0
sliding	8852	1108	37	14	3	1	0	9	1	0	0
slim	8853	828	11	47	14	3	14	36	9	4	0
slip	8854	27424	1352	685	106	34	29	767	27	5	0
slit	8855	1325	2	28	5	2	4	9	2	0	0
slogan	8856	4751	162	102	27	40	17	42	21	7	0
slope	8857	1506	39	8	13	4	6	54	11	1	0
slot	8858	7345	21	198	71	43	46	90	54	11	0
slowdown	8859	3183	41	57	27	12	19	55	11	2	0
sludge	8860	1199	4	6	7	1	5	6	10	0	0
sluggish	8861	890	13	26	8	7	5	25	5	1	0
slum	8862	2720	8	62	49	20	5	18	36	0	0
slump	8863	19077	244	650	53	12	29	1049	10	4	0
slurry	8864	1604	0	1	1	2	2	0	0	0	0
smartwatch	8865	676	1	1	0	0	0	0	0	0	0
smash	8866	1943	56	80	28	6	17	17	16	5	0
sme	8867	3423	44	531	71	71	118	170	64	0	0
smile	8868	4416	35	320	83	38	38	69	69	2	0
smoker	8869	681	10	28	4	1	10	16	0	0	0
smoking	8870	2163	30	81	10	4	15	39	13	1	0
smooth	8871	6129	46	337	66	61	25	74	44	3	0
smoothly	8872	1531	19	89	17	21	9	23	12	2	0
smt	8873	779	0	0	1	0	0	4	0	0	0
smuggle	8874	1297	135	184	19	45	35	91	22	29	0
smuggler	8875	1053	56	137	19	35	5	18	6	32	0
smuggling	8876	1666	215	240	23	52	45	37	15	19	0
snack	8877	2838	15	39	20	8	7	24	41	0	0
snapchat	8878	714	1	13	2	1	0	2	1	0	0
snapdeal	8879	780	0	0	0	0	0	0	0	0	0
snapshot	8880	6425	649	246	56	1	1	243	2	0	0
snatch	8881	2539	40	230	28	12	12	17	17	2	0
sneak	8882	998	8	64	38	18	14	9	27	7	0
snow	8883	3772	61	25	15	3	2	8	3	7	0
snowfall	8884	1317	13	1	0	0	0	0	0	12	0
soak	8885	1424	9	49	15	5	6	13	14	0	0
soap	8886	3707	9	179	32	26	37	35	43	4	0
soar	8887	16653	1500	347	88	21	12	610	18	14	0
soc	8888	929	0	1	0	0	1	2	0	0	0
soccer	8889	830	75	172	15	55	130	15	35	0	0
socialist	8890	537	49	43	21	7	4	29	6	0	0
socially	8891	1805	15	68	21	23	12	59	5	1	0
societal	8892	1051	14	132	32	34	15	26	13	1	0
socioeconomic	8893	511	9	96	3	31	3	15	4	1	0
sock	8894	1497	5	11	8	2	2	9	7	0	0
socket	8895	2260	2	8	6	0	1	36	3	0	0
soda	8896	1092	12	6	18	5	1	5	12	0	0
soil	8897	8486	366	337	159	91	84	143	150	34	0
solar	8898	20875	404	466	73	158	104	314	55	49	0
solder	8899	933	1	2	0	0	1	1	0	1	0
soldier	8900	7738	919	1617	250	369	108	180	289	146	0
sole	8901	4660	87	303	70	60	42	99	40	2	0
solely	8902	2780	57	154	25	36	28	53	8	1	0
solenoid	8903	756	0	0	0	0	0	0	0	0	0
solicit	8904	1622	7	239	7	41	13	39	22	1	0
solicitor	8905	2008	1	48	8	9	1	55	6	0	0
solidify	8906	773	10	38	10	10	4	5	4	0	0
solo	8907	1396	11	62	10	9	20	33	5	0	0
soluble	8908	1272	9	1	1	0	1	3	4	0	0
solve	8909	12846	454	691	99	136	81	203	117	41	0
somehow	8910	1627	46	106	32	16	36	23	19	5	0
something	8911	23290	408	1916	518	316	388	433	404	32	0
sometimes	8912	7248	142	836	285	187	145	182	269	19	0
sonata	8913	991	0	10	0	0	0	2	0	0	0
sophisticated	8914	2259	60	176	20	16	14	51	13	3	0
sour	8915	722	57	41	20	9	8	10	14	0	0
sourcing	8916	1062	2	29	8	3	2	13	4	0	0
southeast	8917	1249	161	278	15	34	2	8	6	4	0
southeastern	8918	284	302	24	9	13	2	4	5	36	0
southwest	8919	1044	128	356	14	41	0	13	10	4	0
sovereign	8920	3424	127	289	66	47	29	145	6	10	1
sovereignty	8921	1586	390	107	18	35	20	105	14	14	0
soy	8922	562	22	2	2	2	0	84	4	1	0
soyabean	8923	1237	60	63	27	2	4	22	0	0	0
soybean	8924	3708	104	95	13	2	2	1	12	4	0
spa	8925	2703	14	24	12	2	0	131	2	1	0
spacecraft	8926	1231	73	0	0	0	0	3	0	3	0
spacer	8927	2062	0	0	0	0	0	0	1	0	0
spanish	8928	2152	228	142	90	28	12	31	14	8	0
spark	8929	3310	221	178	115	64	30	54	86	22	0
spat	8930	608	15	19	15	8	2	6	7	1	0
spate	8931	652	17	204	15	25	11	10	4	4	0
spatial	8932	2416	16	13	3	16	6	4	2	0	0
spcenet	8933	1736	0	0	0	0	0	0	0	0	0
speaker	8934	12836	1011	2279	240	297	62	712	330	34	0
spearhead	8935	1606	27	117	39	35	51	101	16	3	0
spec	8936	1701	12	12	1	0	0	2	4	0	0
speciality	8937	2769	4	7	9	0	0	30	3	0	0
specially	8938	2907	205	86	11	20	5	76	3	5	0
specialty	8939	11106	8	24	13	6	3	74	5	1	0
specie	8940	6953	175	148	55	67	59	131	54	0	0
specifically	8941	10627	150	557	65	113	45	103	47	21	0
specificity	8942	668	3	4	0	3	1	1	0	0	0
specified	8943	688	3	6	4	1	4	6	3	0	0
specify	8944	36379	101	146	31	36	20	83	25	19	0
speciman	8945	905	7	9	5	4	0	4	3	0	0
specimen	8946	847	6	6	4	1	1	5	0	0	0
spectacle	8947	860	12	19	16	10	6	31	11	0	0
spectator	8948	1253	20	45	20	11	19	51	9	2	0
spectral	8949	1169	6	3	2	0	0	0	1	0	0
spectrometer	8950	728	4	1	0	0	0	0	0	0	0
spectrum	8951	9417	63	104	33	50	9	78	11	1	0
speculate	8952	1075	31	102	20	20	7	28	7	3	0
speculative	8953	520	6	247	36	6	20	286	6	0	0
speculator	8954	13292	1438	323	168	0	2	642	7	0	0
