		Australia	New Zealand	Sweden	Austria	Belgium	Denmark	Norway	Finland	Netherlands	Czech Republic
postponement	7825	585	205	39	8	100	87	51	30	14	34
posture	7826	1121	89	1	0	41	1	0	28	10	8
potash	7827	3600	12	8	0	62	0	3	0	0	0
potassium	7828	928	81	5	0	159	14	7	3	8	0
potato	7829	4737	985	9	2	119	4	7	54	25	37
potent	7830	1516	206	8	1	62	20	49	0	25	2
poultry	7831	3616	137	71	1	353	14	2	24	153	21
pound	7832	52441	2525	10623	848	3623	2861	3809	3480	1479	93
pour	7833	4605	1124	12	0	290	11	0	1	54	12
poverty	7834	4117	1339	17	0	1266	7	7	22	28	46
powder	7835	7823	1105	220	6	414	24	91	7	151	17
powerhouse	7836	2524	291	3	0	90	11	66	1	9	1
powertrain	7837	1114	434	5	1	10	8	22	2	122	2
pp	7838	1201	69	130	52	230	39	82	81	26	29
ppg	7839	877	12	5	0	17	9	505	0	6	0
practical	7840	9457	1150	46	3	1438	51	56	58	116	18
practically	7841	1193	226	7	4	82	20	45	20	24	24
practitioner	7842	7263	402	19	6	668	7	10	24	70	22
praise	7843	8841	1511	10	3	556	6	1	7	36	61
prawn	7844	2433	168	0	0	11	2	0	0	2	0
pray	7845	1785	340	6	0	38	0	0	1	13	5
prayer	7846	2597	592	8	0	87	0	0	0	10	8
precaution	7847	2451	511	20	3	226	45	20	21	26	4
precede	7848	2622	321	157	19	204	166	89	112	43	35
precious	7849	7759	579	114	2	288	111	26	3	14	16
precipitation	7850	2029	15	4	0	22	1	3	0	1	6
precisely	7851	2475	241	18	3	161	8	2	10	38	5
precision	7852	10802	227	557	24	243	128	135	52	166	1
preclinical	7853	1745	2	484	0	174	152	97	9	15	1
precursor	7854	1211	82	14	4	117	10	4	6	41	1
predator	7855	1731	808	4	0	73	0	0	0	7	5
predecessor	7856	5188	402	32	6	186	2	10	1	100	41
predefine	7857	812	1	40	5	12	71	11	108	28	0
predetermine	7858	1776	29	44	3	11	19	12	17	40	0
predetermined	7859	1605	12	42	7	5	24	2	15	49	0
predict	7860	17905	1953	184	68	660	125	276	83	172	83
prediction	7861	5464	527	159	28	184	54	10	50	135	23
prefer	7862	9501	1591	95	7	289	50	12	33	87	129
preferably	7863	1087	172	79	3	72	25	8	14	39	2
preference	7864	21713	778	12357	649	461	1534	615	40	709	74
preferred	7865	7860	701	350	28	435	150	297	56	117	5
pregnancy	7866	4234	658	29	30	392	6	0	12	13	8
pregnant	7867	3915	872	25	27	259	6	1	2	18	11
prehensive	7868	96792	2068	8216	590	2855	1640	3183	3090	1364	192
prejudice	7869	1331	272	1	1	635	18	5	1	15	11
preliminary	7870	11402	750	511	74	666	400	1025	407	135	89
prem	7871	23380	618	4943	340	817	976	1164	1192	832	57
premiere	7872	4408	328	54	2	101	22	4	1	18	33
premise	7873	10243	1042	584	8	1246	248	352	305	34	70
prep	7874	1785	297	4	0	36	4	0	0	4	0
prepaid	7875	1697	17	908	7	76	43	166	33	22	0
prepare	7876	43314	5441	546	52	2912	620	395	464	307	355
prepared	7877	7785	1207	28	4	413	67	29	134	35	48
preparedness	7878	1894	80	35	24	223	32	33	15	6	6
prepay	7879	520	50	385	7	30	16	49	48	2	0
prepayment	7880	3226	145	165	16	63	638	208	93	64	1
preschool	7881	1286	155	106	0	20	10	9	0	0	2
prescribe	7882	2306	297	17	6	338	24	0	6	146	10
prescribed	7883	6602	82	5	1	120	5	0	1	11	1
prescription	7884	5056	459	54	0	248	54	6	22	6	13
presently	7885	6449	110	211	1	66	31	42	14	20	6
preservation	7886	2057	129	77	1	113	9	6	8	67	15
preserve	7887	7970	872	84	7	663	53	102	13	184	44
preset	7888	1272	5	2	0	1	1	0	0	10	0
preside	7889	1528	161	11	0	102	23	0	0	5	7
presidency	7890	2875	403	24	1	1422	3	0	42	36	73
presidential	7891	9690	978	64	1	300	14	4	8	177	317
pression	7892	2796	79	132	0	28	58	9	3	27	1
pressor	7893	2854	16	84	8	19	22	10	0	18	0
prestige	7894	1365	95	28	0	36	1	0	0	2	10
prestigious	7895	12417	472	78	18	694	46	43	35	22	25
presume	7896	877	205	5	0	57	7	5	1	8	11
pretax	7897	28748	1551	7450	608	2181	2137	3375	2993	1997	59
pretend	7898	1662	490	2	1	89	2	1	3	20	14
prevail	7899	4197	429	214	1	222	207	60	69	38	33
prevalence	7900	1284	126	28	0	155	17	14	12	29	4
prevalent	7901	1418	177	6	0	94	5	3	6	20	2
prevent	7902	27323	3374	375	21	3506	203	170	188	303	208
preventable	7903	1063	205	2	0	85	0	0	0	0	0
preventative	7904	1386	119	5	0	152	22	0	1	4	5
prey	7905	957	244	7	0	82	0	0	0	4	3
pric	7906	98	0	1071	0	0	11	0	39	0	0
priceprice	7907	1226	29	89	15	24	37	26	54	2	0
pricer	7908	96	0	1582	0	0	44	0	23	0	0
priceturnover	7909	431	42	1571	45	121	167	311	97	94	10
pricewaterhousecooper	7910	1135	116	236	11	68	263	170	342	120	0
pricing	7911	10735	786	156	13	367	176	351	50	151	11
priest	7912	2650	381	6	0	26	0	0	0	13	73
principal	7913	30059	3057	1758	229	994	732	1406	956	415	16
principally	7914	14383	104	90	114	61	35	52	7	89	1
print	7915	24912	1258	632	185	1749	213	354	534	236	37
printer	7916	6434	115	152	21	135	43	45	228	14	21
printing	7917	11556	182	264	24	686	39	41	131	62	12
prise	7918	148440	2413	8120	897	2960	2886	2575	3250	2689	154
prising	7919	3005	29	139	5	26	21	11	73	90	2
privately	7920	9275	484	220	1	141	66	66	17	47	1
privileged	7921	2182	356	30	1	123	5	7	22	11	1
prix	7922	1958	180	0	1	22	1	1	2	10	4
prizemoney	7923	1327	93	0	0	0	0	0	0	0	0
prnewswire	7924	1992	0	10	0	0	0	7	0	0	1
proact	7925	198	0	1484	0	2	55	0	0	0	0
proactive	7926	3882	332	111	2	327	19	9	12	22	0
proactively	7927	1673	141	16	3	148	11	10	15	13	0
probation	7928	870	178	0	2	180	1	0	2	5	24
procedural	7929	1100	103	14	2	313	24	3	2	6	3
processing	7930	41769	2248	714	105	1556	327	880	482	626	116
proclaim	7931	1131	205	2	0	49	6	0	0	9	3
procure	7932	1626	68	61	6	335	37	147	4	6	2
producer	7933	36453	1441	345	304	1514	222	689	383	353	602
production	7934	100817	4044	5750	827	5020	2719	6315	2700	2234	1076
productivity	7935	20730	1154	2278	92	1293	814	1185	1062	686	47
prof	7936	758	13	916	1	37	4	14	0	6	0
profession	7937	7018	550	54	8	1279	26	1	5	71	61
professional	7938	81840	4876	1189	190	4989	1203	261	1437	908	134
professionalism	7939	1951	214	12	3	205	6	0	1	2	3
professionally	7940	1884	210	2	8	107	6	6	4	4	3
professor	7941	35508	2170	560	22	5898	243	67	156	199	34
profilgruppen	7942	97	0	1200	0	0	0	0	0	0	0
profitability	7943	7287	331	832	55	235	567	331	1217	210	28
profitable	7944	31065	677	3419	409	1075	794	1115	2007	867	38
profittotal	7945	386	32	680	26	55	89	164	75	38	5
profound	7946	2583	255	15	10	169	28	10	19	21	7
programmable	7947	1834	9	11	1	9	0	5	21	11	0
programming	7948	9316	217	114	6	501	13	0	42	77	24
progressive	7949	5276	488	54	10	303	17	63	23	32	15
progressively	7950	1269	211	12	0	93	5	4	0	23	1
prohibit	7951	6855	572	30	3	638	46	26	60	66	8
prohibition	7952	1287	180	24	0	253	18	1	15	13	1
projection	7953	5835	343	33	34	307	80	47	13	150	13
projector	7954	1480	51	1	1	296	1	0	0	42	0
proliferation	7955	1222	83	21	1	275	3	1	8	22	2
prolific	7956	1654	262	6	0	63	0	25	0	9	0
prolong	7957	1432	221	93	17	134	58	136	30	11	72
prolonged	7958	1078	196	23	1	71	9	18	4	17	3
prominent	7959	7092	777	93	6	320	24	47	6	104	21
promising	7960	3154	421	75	3	166	65	54	9	51	15
promotion	7961	13340	934	53	18	1133	96	62	61	43	51
prompt	7962	11351	1856	25	2	414	22	7	8	80	18
promptly	7963	1315	260	35	0	119	5	5	21	10	6
prone	7964	2119	624	7	1	87	3	1	1	18	1
pronounce	7965	1319	272	9	2	228	17	30	2	10	2
propane	7966	1538	0	0	1	75	3	55	3	1	0
propel	7967	3858	277	43	5	79	14	17	8	28	6
proponent	7968	1209	99	11	0	18	2	1	0	13	5
proportionate	7969	525	67	1	4	476	16	188	2	9	5
propose	7970	40103	4864	2388	116	8232	2753	1800	1069	835	420
proprietary	7971	8023	50	692	5	212	205	707	21	138	2
propulsion	7972	2361	36	7	0	70	22	97	67	18	0
prosafe	7973	122	0	2	0	0	0	1563	0	0	0
prosecute	7974	2180	498	24	0	331	0	0	4	21	59
prosecution	7975	5111	743	16	9	561	2	10	2	19	194
prosecutor	7976	7761	1194	87	1	341	10	5	5	62	78
prospect	7977	19523	1788	279	17	685	137	134	63	65	32
prospective	7978	7616	376	141	6	321	79	94	21	28	10
prospectus	7979	3144	49	1035	16	216	711	1406	601	61	1
prosper	7980	923	170	7	0	107	3	3	2	7	1
prosperity	7981	2903	232	51	0	476	31	0	11	13	17
prosperous	7982	1002	116	44	0	153	6	1	2	7	6
prostate	7983	2353	245	249	0	456	78	42	51	7	1
prosthetic	7984	927	55	49	0	42	76	0	0	0	0
protection	7985	36813	2302	1043	67	5989	459	988	159	565	315
protective	7986	7767	467	105	24	400	49	34	38	93	58
protector	7987	1167	83	15	4	80	1	1723	3	14	2
protester	7988	4205	1155	6	0	85	0	0	2	61	31
protocol	7989	8242	731	252	7	981	53	277	112	171	17
proton	7990	472	9	24	0	597	15	7	4	4	0
prototype	7991	3161	142	64	5	159	32	32	42	84	9
proudly	7992	2784	292	11	0	60	3	0	0	12	1
prove	7993	37392	5328	542	32	1548	410	842	116	312	136
provider	7994	90377	2842	2866	208	4635	1091	2209	1259	811	192
provincial	7995	1600	968	16	3	91	5	8	17	13	3
provision	7996	56116	1473	3937	724	9099	1955	1985	1293	905	134
provisional	7997	1279	189	3	4	1097	16	64	4	29	4
provoke	7998	1304	263	13	1	129	1	0	0	16	47
provost	7999	1062	4	0	0	71	0	0	0	0	0
proximal	8000	1159	3	0	0	1	16	1	0	15	0
proximity	8001	3628	361	89	17	118	17	86	57	46	5
proxy	8002	7190	561	521	147	269	772	871	183	186	0
prune	8003	698	361	5	0	17	1	0	1	0	0
prx	8004	371	0	0	0	0	0	0	0	694	0
psychiatric	8005	1582	165	79	9	60	89	1	8	6	9
psychiatrist	8006	1167	165	0	4	37	0	0	0	3	1
psychologist	8007	2242	530	5	7	137	1	0	3	14	12
psychology	8008	2417	261	15	40	298	18	20	1	23	3
pto	8009	24112	6	141	10	21	51	21	121	117	1
pty	8010	2568	28	0	0	0	3	0	5	0	0
pub	8011	8048	804	15	2	480	2	4	6	14	71
publ	8012	1235	0	12859	0	2	1592	166	184	0	0
publicity	8013	2206	418	8	0	236	7	0	2	9	3
publicly	8014	21431	1423	253	30	497	223	159	142	121	19
publishing	8015	8374	171	191	1	317	122	55	400	39	29
pudding	8016	1144	194	1	1	26	0	2	1	3	1
pulmonary	8017	1345	31	104	0	57	22	9	38	17	0
pulp	8018	2190	77	388	38	25	96	10	741	18	1
pulsory	8019	2377	552	104	0	224	37	41	31	7	40
pumpkin	8020	2055	569	0	0	25	0	0	0	17	0
punch	8021	6381	1483	3	0	363	3	1	0	66	1
punish	8022	2411	549	9	0	132	1	1	2	31	42
punt	8023	1051	113	0	0	57	0	0	0	0	1
punter	8024	2784	463	0	0	1	0	0	0	4	2
pup	8025	999	151	0	0	28	0	0	2	0	0
pupil	8026	2505	1417	8	0	2452	8	37	116	25	24
puppy	8027	1573	355	0	0	84	0	0	0	3	2
purchaser	8028	2456	204	52	6	94	9	29	5	9	1
purchasing	8029	2951	109	244	10	162	37	55	71	50	30
pure	8030	8306	838	466	15	91	94	253	43	93	14
purely	8031	1789	322	11	1	161	5	5	10	44	20
purification	8032	1536	12	58	9	99	13	39	8	20	1
purity	8033	1672	61	7	0	75	22	5	3	7	0
purple	8034	2668	353	8	0	62	2	0	0	11	0
purport	8035	885	116	2	0	76	41	14	2	13	0
purse	8036	1674	219	1	1	222	0	0	0	4	3
pursuant	8037	6761	974	1365	261	1827	1912	3840	1109	220	0
pursue	8038	15637	1379	173	25	1111	201	314	115	162	45
putational	8039	1022	8	2	0	65	4	3	3	30	0
pute	8040	1121	4	27	2	12	3	13	2	16	0
puting	8041	9381	78	111	3	185	18	73	43	112	6
pv	8042	6821	188	3649	328	586	789	749	594	273	290
pvc	8043	1270	37	18	0	297	0	15	0	54	0
qbe	8044	1111	22	0	0	1	0	0	0	0	0
qpr	8045	117	4	2	0	1	10	0	978	0	0
qtr	8046	96	0	623	12	7	104	318	133	1	1
quake	8047	831	1327	1	0	22	0	0	0	3	5
qualification	8048	18051	849	157	13	1554	168	39	21	91	22
qualified	8049	18092	865	255	25	1102	214	131	63	116	53
qualifier	8050	2190	417	0	0	9	4	0	0	0	24
qualify	8051	13994	1696	55	2	742	75	62	10	202	13
qualifying	8052	3170	569	0	0	177	3	0	4	42	10
qualitative	8053	899	37	11	0	209	12	5	10	55	1
quantify	8054	1563	117	37	1	137	17	8	17	22	0
quantitative	8055	2128	78	7	0	260	15	4	11	58	3
quantity	8056	6056	542	27	6	824	35	16	26	33	10
quantum	8057	1894	41	1	1	101	2	0	20	43	0
quarry	8058	981	219	3	0	32	4	1	4	1	2
quarterback	8059	1373	97	0	0	2	0	0	0	1	0
quarterfinal	8060	345	725	0	0	1	0	0	0	0	3
quartet	8061	1013	237	0	0	48	0	0	1	0	23
quartile	8062	424742	7282	56554	4467	12175	12933	16355	14853	10170	673
quartileearning	8063	5036	25	109	51	46	27	16	49	64	4
quartileebitda	8064	5368	10	92	48	35	32	23	41	44	3
quartileinter	8065	3571	15	47	11	6	22	9	33	11	1
quartilemcap	8066	3451	16	103	22	23	27	20	20	19	0
quartileprice	8067	67529	337	2779	264	586	541	645	747	460	41
quartilereturn	8068	12885	42	204	48	97	62	39	149	72	8
quartilerevenue	8069	3663	5	64	31	36	6	13	15	43	9
quartiletoday	8070	10713	50	458	88	95	91	97	106	81	7
quartiletotal	8071	8918	19	59	31	74	17	33	41	75	0
quartilevolatility	8072	9542	46	479	47	84	84	118	134	66	6
quater	8073	1384	3	0	0	1	1	0	0	0	0
que	8074	841	7	4	0	166	0	7	0	184	0
queenslander	8075	3084	17	0	0	0	0	0	0	0	0
quest	8076	4476	438	117	1	1367	45	11	20	33	0
questionable	8077	1026	214	7	0	37	0	0	0	16	4
questionnaire	8078	846	78	0	0	505	1	0	16	5	4
queue	8079	2784	797	22	1	144	5	7	12	17	15
quirky	8080	906	256	0	0	104	2	0	6	8	0
quit	8081	5073	1152	42	1	302	0	1	11	11	17
quota	8082	2425	371	69	14	410	71	56	21	5	110
quotation	8083	2259	272	17	0	235	19	63	47	13	3
rabbit	8084	1911	688	25	0	36	2	5	11	4	1
racecourse	8085	1254	204	0	0	13	0	0	0	0	1
racehorse	8086	991	104	0	0	1	0	0	0	1	0
racetrack	8087	1464	81	0	0	5	0	0	0	11	0
racial	8088	3727	410	3	6	150	1	1	0	12	3
racing	8089	23492	2742	99	38	156	63	0	2	62	8
racism	8090	3174	968	2	2	184	0	1	2	21	5
rack	8091	5286	613	137	0	46	8	3	28	25	1
radial	8092	1159	11	46	0	9	1	1	0	27	0
radially	8093	983	1	66	0	3	3	1	2	9	0
radiation	8094	5212	255	419	4	265	108	1	16	691	11
radiator	8095	1053	63	0	18	32	21	0	53	3	0
radically	8096	1620	106	24	0	65	3	25	0	18	9
radio	8097	23365	1838	1863	53	612	161	122	574	300	92
radiology	8098	1380	32	77	0	30	18	0	0	11	2
radius	8099	1353	67	9	1	47	3	7	2	3	2
raffle	8100	3350	262	0	0	82	2	10	1	0	0
raid	8101	4999	868	9	0	197	6	6	0	22	53
raider	8102	2949	337	0	0	7	0	0	0	12	2
rail	8103	22086	2019	520	66	1603	121	108	216	248	167
railroad	8104	2443	30	74	119	115	52	1	16	8	4
rainbow	8105	1451	323	3	0	50	2	0	0	7	9
rainfall	8106	6678	749	4	0	74	2	11	0	6	2
rainforest	8107	1577	175	0	0	47	7	1	0	3	5
rainy	8108	879	184	1	0	19	0	0	1	5	5
rake	8109	1004	174	253	5	14	1	0	16	10	0
rally	8110	14984	1782	287	23	225	33	87	46	108	86
ramification	8111	1032	137	4	1	24	4	0	0	9	1
rampage	8112	1007	162	0	0	11	0	0	0	1	0
rampant	8113	940	225	5	0	10	0	0	0	5	0
ranch	8114	1429	98	5	0	5	0	0	0	1	0
rancher	8115	1600	22	0	0	1	0	0	0	3	2
ranger	8116	2581	587	0	0	48	0	0	0	3	1
ranking	8117	187275	6535	42662	3352	8404	8727	12589	10103	7453	567
ransomware	8118	2059	39	0	0	69	1	0	8	23	1
rap	8119	1450	238	7	0	36	0	0	0	22	12
rape	8120	5649	1200	80	1	558	5	0	2	67	28
rapper	8121	1053	177	0	0	17	0	0	1	17	0
rata	8122	1023	296	49	13	19	253	142	29	2	1
ratepayer	8123	2277	1419	0	0	19	0	0	0	0	0
ratify	8124	1093	174	11	0	327	3	4	5	15	22
ratio	8125	625681	19013	121532	11058	26668	27148	39438	35378	22658	1425
rationale	8126	944	121	29	1	119	31	12	13	34	1
rato	8127	209	4	2574	2	1	5	12	10	1	0
rattle	8128	1461	396	4	0	15	0	0	0	1	0
raute	8129	126	0	32	0	0	23	3	2905	2	0
ravage	8130	982	225	1	0	19	2	0	0	5	0
ray	8131	6581	485	1039	3	220	30	51	22	353	9
razor	8132	821	200	0	0	15	3	0	0	26	0
rbvc	8133	1063	0	0	0	0	0	0	0	0	0
rc	8134	1493	10	0	0	8	0	1	3	9	0
react	8135	4574	854	29	10	291	10	13	15	71	152
reactive	8136	1399	79	6	6	116	20	1	5	9	0
reactor	8137	2700	87	24	1	131	6	7	23	27	24
readable	8138	3031	35	40	1	44	0	0	26	32	0
reader	8139	11797	1301	60	9	309	88	105	140	130	27
readily	8140	2103	280	16	3	147	32	43	15	25	2
readiness	8141	2331	119	12	1	148	48	0	28	15	15
reading	8142	11579	1209	685	66	1591	114	151	150	116	76
reaffirm	8143	3442	173	9	4	276	13	4	3	14	3
reagent	8144	1643	13	62	0	73	30	2	0	5	0
realty	8145	1633	5	76	0	24	1	4	0	0	0
reap	8146	3728	261	1	1	127	4	3	3	15	2
rear	8147	10737	2028	36	3	478	10	5	1	544	10
reasoning	8148	888	149	3	1	85	2	0	3	29	1
reassurance	8149	830	161	0	0	266	0	5	0	2	0
reassure	8150	2011	466	30	2	488	2	8	0	6	5
rebel	8151	2871	615	25	2	71	0	7	2	28	19
rebound	8152	8339	744	99	22	75	27	56	34	57	11
rebuild	8153	5832	1492	32	25	234	24	8	130	16	7
recap	8154	16835	1049	7350	692	1761	1638	2434	1839	1520	127
receipt	8155	15463	730	535	200	758	652	847	940	460	18
receivable	8156	9906	513	5217	413	1095	1058	2145	1798	391	10
receivables	8157	9561	287	4100	254	922	1140	2017	1777	332	14
receiver	8158	4875	293	239	13	242	24	31	32	132	0
receptor	8159	3608	42	115	11	183	140	11	13	8	0
recess	8160	2176	67	23	1	57	3	0	4	40	2
recharge	8161	1232	144	49	0	29	2	2	0	15	5
rechargeable	8162	889	36	11	0	54	29	38	4	4	0
reciprocal	8163	2118	44	225	28	171	51	46	70	57	11
recital	8164	347	43	0	0	1291	0	0	0	0	1
reckless	8165	1562	365	1	4	94	0	0	0	4	1
reckon	8166	3687	966	13	12	24	0	0	0	10	17
reclaim	8167	1540	238	4	5	69	17	0	7	10	1
reclassify	8168	6031	233	655	7	112	45	344	439	28	2
reconcile	8169	1038	80	59	6	93	13	133	8	50	3
reconnect	8170	978	119	0	1	34	0	0	0	4	0
reconsider	8171	1572	231	1	0	118	7	2	5	11	10
recorder	8172	1579	65	28	0	103	63	0	3	5	1
recording	8173	9859	821	148	13	389	84	169	183	53	62
recount	8174	1489	256	0	1	33	0	0	0	17	3
recreate	8175	1264	193	5	0	46	1	0	1	5	0
recruiter	8176	1594	70	1	0	57	1	0	2	8	3
recruiting	8177	2507	68	50	1	43	33	4	38	4	1
recruitment	8178	8864	570	505	1	1063	147	91	155	158	37
rectify	8179	995	162	7	1	71	3	3	0	5	2
recur	8180	2568	218	528	10	177	288	174	137	110	1
recyclable	8181	1077	212	30	1	105	17	38	12	17	3
recycled	8182	1004	101	17	6	51	84	3	23	18	2
recycling	8183	5769	771	146	15	1177	121	410	123	63	6
redeemable	8184	1099	56	55	8	2	4	19	22	0	1
redefine	8185	1889	75	71	1	42	13	5	64	28	0
redemption	8186	2772	719	1061	61	146	339	211	193	149	0
redesign	8187	2469	160	9	0	98	7	4	21	92	1
redevelop	8188	1303	169	0	3	84	0	1	0	3	0
redevelopment	8189	4400	508	62	3	311	13	29	1	18	0
redirect	8190	1018	116	18	0	40	5	0	0	18	3
redress	8191	841	95	3	0	320	0	0	1	3	1
reduced	8192	1361	133	53	6	110	49	37	25	20	3
reduction	8193	24175	1819	1406	157	2500	1461	1249	623	999	89
redundancy	8194	2202	367	34	10	432	30	5	32	4	9
redundant	8195	1395	274	20	5	195	8	0	18	2	13
reef	8196	5948	421	0	0	28	1	0	0	1	1
refer	8197	22192	3216	1397	232	5058	1811	1193	492	640	148
referendum	8198	3622	1040	3	2	936	8	0	0	22	105
refinance	8199	2516	102	151	13	67	60	233	47	28	10
refinancing	8200	1459	64	66	9	65	74	170	22	24	4
refine	8201	2702	302	103	5	117	21	10	31	35	0
refined	8202	2654	190	55	0	82	5	9	5	27	4
refinery	8203	4379	350	29	5	122	37	47	25	69	73
refining	8204	3104	282	101	2	81	15	8	89	6	3
reflective	8205	2139	153	1	6	91	8	4	0	46	0
refractory	8206	1326	4	126	31	159	41	73	18	35	4
refresh	8207	2606	403	0	1	312	4	0	0	51	1
refreshing	8208	1762	204	1	0	15	0	0	1	12	1
refreshment	8209	1670	136	23	0	270	38	6	36	1	4
refrigerant	8210	1268	14	6	0	15	1	1	0	1	0
refrigerated	8211	1129	41	2	6	69	2	4	16	3	0
refrigeration	8212	2842	63	103	0	33	24	7	23	9	0
refrigerator	8213	1604	72	237	3	15	2	9	4	6	0
refuge	8214	1842	431	14	0	99	0	0	2	5	1
refund	8215	5730	795	35	4	238	40	185	20	12	15
refurbish	8216	1667	243	16	3	160	17	18	12	8	1
refusal	8217	1636	268	11	0	270	3	15	2	6	19
refuse	8218	15020	2877	79	7	1082	22	6	12	90	165
regain	8219	3043	385	34	4	115	27	25	6	13	13
regal	8220	1755	111	6	2	3	2	1	0	7	1
regenerative	8221	1476	103	44	0	111	12	3	35	12	0
registere	8222	7025	2	522	3	67	96	132	14	45	0
registered	8223	4760	94	356	21	193	151	186	48	34	7
registrar	8224	987	178	10	0	75	9	8	0	14	0
registration	8225	28082	1079	1347	91	2277	1829	1025	575	328	586
registry	8226	3234	77	4	1	179	2	32	16	19	12
regular	8227	23251	3447	120	15	1705	153	78	110	427	234
regulate	8228	7955	618	87	15	1611	132	110	36	261	62
regulated	8229	2217	80	91	24	662	82	85	33	40	9
regulatory	8230	60369	920	799	38	2844	548	235	132	609	52
rehab	8231	1407	181	0	0	33	7	0	0	0	0
rehabilitate	8232	830	119	17	3	27	54	5	2	4	2
rehearsal	8233	1276	250	2	2	33	1	0	1	1	1
reign	8234	4386	578	9	0	32	4	0	0	20	2
reimagine	8235	1354	71	8	1	28	4	3	4	24	0
reimburse	8236	2870	102	3	0	106	19	9	53	14	1
reimbursement	8237	2185	89	138	0	290	34	19	29	8	1
reinforce	8238	24467	980	841	227	1215	559	317	415	171	44
reinforcement	8239	1178	92	23	4	175	13	0	13	27	5
reinstate	8240	4706	338	7	1	94	19	5	10	3	3
reinsurance	8241	6228	9	12	79	70	294	240	5	53	1
reinsurer	8242	1365	6	7	26	5	144	81	12	5	0
reinvent	8243	1573	142	5	0	46	3	0	1	19	0
reinveste	8244	216820	6072	27677	3799	6298	6921	7927	9674	5272	632
reinvestment	8245	753	609	1	0	28	3	3	0	13	2
reissue	8246	1647	20	8	3	20	0	0	5	2	0
reit	8247	10457	14	179	1	640	1	3	95	9	0
reiterate	8248	3937	438	25	2	520	25	35	38	61	20
reject	8249	12042	1806	142	29	953	58	39	44	74	306
rejection	8250	2006	186	52	3	135	11	29	12	12	20
rejler	8251	57	0	1504	0	0	54	17	5	2	0
rejoin	8252	1269	181	0	0	42	3	0	2	5	3
rejuvenate	8253	1255	116	37	0	19	4	1	0	2	0
relapse	8254	982	54	102	0	89	48	55	1	94	6
relate	8255	119618	6708	9770	875	10195	5748	7051	4579	3304	470
related	8256	25482	958	1411	81	1323	911	710	453	292	47
relation	8257	35233	2933	2547	224	4135	2514	1359	506	444	291
relax	8258	7387	1010	7	4	168	6	0	47	12	23
relaxation	8259	2793	170	16	2	64	7	2	7	13	42
relaxed	8260	2921	639	8	0	93	4	0	8	17	8
relay	8261	4655	402	82	12	102	2	0	52	17	8
relentless	8262	1630	316	5	3	40	10	5	0	21	2
relevance	8263	1796	170	5	1	636	79	8	2	42	0
reliably	8264	1000	110	9	0	44	1	18	19	12	4
reliance	8265	4560	353	13	3	202	98	239	0	20	2
reliant	8266	1568	333	4	0	89	3	2	2	15	7
relieve	8267	3195	550	29	1	134	14	1	4	14	12
religion	8268	3649	590	42	1	554	1	0	5	32	19
religious	8269	6287	965	71	1	630	5	3	4	75	40
relish	8270	1539	314	0	0	21	1	0	0	2	0
relocate	8271	4780	587	44	3	286	24	47	30	19	10
relocation	8272	2466	190	26	0	308	39	27	5	2	10
reluctant	8273	2159	519	3	1	100	2	0	3	8	25
rely	8274	16262	2153	70	9	973	162	14	60	206	47
remainder	8275	3597	470	50	7	212	74	59	36	87	14
remand	8276	1759	679	6	0	331	0	0	2	0	19
remark	8277	5694	628	28	5	267	10	17	11	52	43
remarkable	8278	6896	1225	21	3	402	23	13	7	30	5
rematch	8279	869	228	0	0	0	0	0	0	0	0
remediation	8280	1912	127	24	0	112	5	2	5	11	1
remedy	8281	2969	317	181	0	536	13	18	1269	46	3
remembrance	8282	1230	181	0	0	195	0	0	4	0	16
remind	8283	8376	1741	16	5	880	25	13	31	37	51
reminder	8284	7485	1009	62	0	278	46	93	11	48	6
remit	8285	1228	141	45	2	253	9	0	2	2	3
remotely	8286	4065	290	31	0	118	31	42	135	66	10
removal	8287	8761	745	34	9	907	17	80	43	94	33
remove	8288	30749	5838	308	35	2375	94	137	110	807	85
remuneration	8289	14170	355	822	19	559	2452	474	2346	169	21
renal	8290	966	26	63	0	184	26	0	1	2	1
rename	8291	1973	257	18	5	56	21	46	30	9	47
render	8292	3711	278	84	21	238	40	46	61	58	6
renew	8293	7888	782	96	7	807	125	158	249	69	48
renewal	8294	7877	390	105	7	450	116	111	114	22	27
renounceable	8295	1236	130	0	0	0	0	0	0	0	0
renovate	8296	4141	387	95	7	65	30	30	35	7	13
renowne	8297	2616	143	25	0	117	10	8	34	7	6
renowned	8298	7235	442	98	79	270	41	36	16	23	20
rental	8299	17954	2432	1415	65	1266	316	176	430	146	41
renter	8300	2027	268	1	0	23	0	0	0	1	0
reopen	8301	7367	1380	20	2	325	32	20	17	56	52
reopening	8302	1253	98	13	1	48	13	10	8	3	18
repay	8303	3918	642	108	3	211	89	94	103	36	33
repayment	8304	10782	852	992	297	585	423	1105	1064	310	21
repeal	8305	2866	204	19	2	1229	9	2	1	42	1
repeat	8306	10201	1823	153	11	769	202	59	68	68	99
repeatedly	8307	5353	970	33	3	390	5	2	7	56	103
replacement	8308	14173	1864	91	15	942	89	66	106	62	67
replay	8309	3968	261	41	110	42	83	150	31	49	0
replica	8310	1123	177	0	0	38	4	0	0	15	8
replicate	8311	2740	356	3	4	145	59	20	1	20	6
reply	8312	6363	1465	20	3	1107	7	7	3	52	10
reportable	8313	2224	5	0	0	13	0	3	48	3	0
